0;1;2
Chipset Not Found;Mediatek MT8166 - Wi-Fi versionMediatek MT8766 - LTE version;Lenovo Tab M7 (3rd Gen)
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);Lenovo A8 2020
Chipset Not Found;Mediatek MT6762 Helio P22T (12 nm);Lenovo Tab M10 HD Gen 2
Chipset Not Found;Mediatek MT6762 Helio P22T (12 nm);Lenovo M10 Plus
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);Lenovo A6 Note
Chipset Not Found;Mediatek MT6762 Helio P22T (12 nm);Lenovo Tab M8 (FHD)
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);Lenovo Tab M8 (HD)
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);Lenovo K6 Enjoy
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);Lenovo K9
Chipset Not Found;Qualcomm MSM8937 Snapdragon 430 (28 nm);Lenovo K5 play
Chipset Not Found;Mediatek MT6757 Helio P20 (16 nm);Lenovo K8
Chipset Not Found;Mediatek MT6797D Helio X23 (20 nm);Lenovo K8 Note
Chipset Not Found;Qualcomm MSM8917 Snapdragon 425 (28 nm) (Wi-Fi/LTE model)Qualcomm APQ8017 (Wi-Fi only model);Lenovo Tab 4 10
Chipset Not Found;Qualcomm MSM8917 Snapdragon 425 (28 nm) (Wi-Fi/LTE model)Qualcomm APQ8017 (Wi-Fi only model);Lenovo Tab 4 8
Chipset Not Found;Qualcomm MSM8996 Snapdragon 821 (14 nm);Lenovo ZUK Edge
Chipset Not Found;Mediatek MT6580 (28 nm);Lenovo A Plus
Chipset Not Found;Qualcomm MSM8937 Snapdragon 430 (28 nm);Lenovo K6 Note
Chipset Not Found;Qualcomm MSM8937 Snapdragon 430 (28 nm);Lenovo K6 Power
Chipset Not Found;Qualcomm MSM8937 Snapdragon 430 (28 nm);Lenovo K6
Chipset Not Found;Qualcomm MSM8909 Snapdragon 210 (28 nm) - 3G/LTE modelQualcomm APQ8009 (28 nm) - Wi-Fi model;Lenovo Yoga Tab 3 10
Chipset Not Found;Mediatek MT8783;Lenovo Phab2 Plus
Chipset Not Found;Qualcomm MSM8976 Snapdragon 652 (28 nm);Lenovo Phab2 Pro
Chipset Not Found;Qualcomm MSM8996 Snapdragon 820 (14 nm);Lenovo ZUK Z2
Chipset Not Found;Qualcomm MSM8909 Snapdragon 210 (28 nm);Lenovo Vibe C
Chipset Not Found;Qualcomm MSM8996 Snapdragon 820 (14 nm);Lenovo ZUK Z2 Pro
Chipset Not Found;Qualcomm MSM8939v2 Snapdragon 616 (28 nm);Lenovo Vibe K5 Plus
Chipset Not Found;Qualcomm MSM8929 Snapdragon 415 (28 nm);Lenovo Vibe K5
Chipset Not Found;Qualcomm MSM8939v2 Snapdragon 616 (28 nm);Lenovo Vibe P1 Turbo
Chipset Not Found;Mediatek MT6755 Helio P10 (28 nm);Lenovo K5 Note
Chipset Not Found;Qualcomm MSM8939v2 Snapdragon 616 (28 nm);Lenovo Lemon 3
Chipset Not Found;Qualcomm MSM8992 Snapdragon 808 (20 nm);Lenovo Vibe X3
Chipset Not Found;Intel® Atom x5-Z8500;Lenovo Yoga Tab 3 Pro
Chipset Not Found;Qualcomm MSM8909 Snapdragon 210 (28 nm);Lenovo Yoga Tab 3 8.0
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Lenovo Phab
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);Lenovo Phab Plus
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);Lenovo Vibe P1
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Lenovo A6010 Plus
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Lenovo A6010
Chipset Not Found;Qualcomm MSM8974AC Snapdragon 801 (28 nm);Lenovo ZUK Z1
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Lenovo S60
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Lenovo A6000 Plus
Chipset Not Found;Spreadtrum SC7730;Lenovo A1900
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);Lenovo Vibe Shot
Chipset Not Found;Mediatek MT8382M (28 nm);Lenovo Tab 2 A7-30
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Lenovo A6000
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);Lenovo Vibe X2 Pro
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Lenovo K3
Chipset Not Found;Qualcomm MSM8926 Snapdragon 400 (28 nm);Lenovo S856
Chipset Not Found;Qualcomm Snapdragon 200 (28 nm);Lenovo S580
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Lenovo S90 Sisley
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Lenovo Vibe Z2
Chipset Not Found;Qualcomm MSM8974AC Snapdragon 801 (28 nm);Lenovo Vibe Z2 Pro
Chipset Not Found;Mediatek MT8382 (28 nm);Lenovo A10-70 A7600
Chipset Not Found;Mediatek MT8382 (28 nm);Lenovo A8-50 A5500
Chipset Not Found;Mediatek MT8382 (28 nm);Lenovo A7-50 A3500
Chipset Not Found;Mediatek MT8382M (28 nm);Lenovo A7-30 A3300
Chipset Not Found;Qualcomm Snapdragon 800 (28 nm);Lenovo Vibe Z K910
Chipset Not Found;Exynos 4412 Quad (32 nm);Lenovo K860
Chipset Not Found;Mediatek MT6573 (65 nm);Lenovo A65
Chipset Not Found;Mediatek MT6253;Lenovo A335
Chipset Not Found;Mediatek MT6252;Lenovo A185
Chipset Not Found;Mediatek MT6253;Lenovo S800
Chipset Not Found;Mediatek MT6235;Lenovo Q350
Chipset Not Found;Mediatek MT6253;Lenovo Q330
Chipset Not Found;Mediatek MT6253DV;Lenovo A336
Chipset Not Found;Mediatek MT6223D;Lenovo E156
Chipset Not Found;Mediatek MT6573 (65 nm);Lenovo A60
Chipset Not Found;Nvidia Tegra 2 T20;Lenovo IdeaPad K1
Chipset Not Found;Mediatek MT6755 Helio P10 (28 nm);Lenovo ZUK Z1 mini
Chipset Not Found;Qualcomm MSM8994 Snapdragon 810 (20 nm);Lenovo Vibe Z3 Pro
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);LG W31+
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);LG W31
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);LG W11
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);LG K62
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);LG Q52
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);LG K52
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);LG K42
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);LG K71
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);LG Q31
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);LG K31
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);LG Q61
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);LG Stylo 6
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);LG Q51
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);LG K61
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);LG K51S
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);LG K41S
Chipset Not Found;Qualcomm MSM8996 Snapdragon 821 (14 nm);LG G Pad 5 10.1
Chipset Not Found;Qualcomm MSM8917 Snapdragon 425 (28 nm);LG K30 (2019)
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);LG K40S
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);LG K50S
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);LG W30
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);LG W10
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);LG Q60
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);LG K50
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);LG K40
Chipset Not Found;Qualcomm MSM8996 Snapdragon 821 (14 nm);LG Q9
Chipset Not Found;Qualcomm MSM8909W Snapdragon Wear 2100;LG Watch W7
Chipset Not Found;Qualcomm MSM8996 Snapdragon 821 (14 nm);LG G7 Fit
Chipset Not Found;Qualcomm MSM8998 Snapdragon 835 (10 nm);LG G7 One
Chipset Not Found;Qualcomm MSM8998 Snapdragon 835 (10 nm);LG V30S ThinQ
Chipset Not Found;Qualcomm MSM8917 Snapdragon 425 (28 nm);LG Zone 4
Chipset Not Found;Qualcomm MSM8917 Snapdragon 425 (28 nm);LG X power 3
Chipset Not Found;Qualcomm MSM8917 Snapdragon 425 (28 nm);LG K30
Chipset Not Found;Qualcomm MSM8909 Snapdragon 210 (28 nm) - GlobalQualcomm MSM8917 Snapdragon 425 (28 nm) - USA;LG K8 (2018)
Chipset Not Found;Qualcomm MSM8917 Snapdragon 425 (28 nm);LG Aristo 2
Chipset Not Found;Qualcomm MSM8917 Snapdragon 425 (28 nm);LG X4+
Chipset Not Found;Qualcomm MSM8998 Snapdragon 835 (10 nm);LG V30
Chipset Not Found;Qualcomm MSM8996 Snapdragon 820 (14 nm);LG Q8 (2017)
Chipset Not Found;Qualcomm MSM8996 Snapdragon 821 (14 nm);LG G6
Chipset Not Found;Qualcomm MSM8909W Snapdragon Wear 2100;LG Watch Sport
Chipset Not Found;Qualcomm MSM8909W Snapdragon Wear 2100;LG Watch Style
Chipset Not Found;Qualcomm MSM8917 Snapdragon 425 (28 nm);LG Harmony
Chipset Not Found;Qualcomm MSM8917 Snapdragon 425 (28 nm);LG K20 plus
Chipset Not Found;Qualcomm MSM8909 Snapdragon 210 (28 nm);LG K4 (2017)
Chipset Not Found;Qualcomm MSM8909 Snapdragon 210 (28 nm);LG K3 (2017)
Chipset Not Found;Qualcomm MSM8952 Snapdragon 617 (28 nm);LG G Pad III 10.1 FHD
Chipset Not Found;Qualcomm MSM8996 Snapdragon 820 (14 nm);LG V20
Chipset Not Found;Qualcomm MSM8992 Snapdragon 808 (20 nm);LG X mach
Chipset Not Found;Qualcomm MSM8952 Snapdragon 617 (28 nm);LG G Pad III 8.0 FHD
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);LG G Pad X 8.0
Chipset Not Found;Qualcomm MSM8909 Snapdragon 210 (28 nm);LG X style
Chipset Not Found;Qualcomm MSM8937 Snapdragon 430 (28 nm);LG Stylus 2 Plus
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);LG Stylo 2
Chipset Not Found;Qualcomm MSM8976 Snapdragon 652 (28 nm);LG G5 SE
Chipset Not Found;Qualcomm MSM8996 Snapdragon 820 (14 nm);LG G5
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);LG X screen
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);LG Stylus 2
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);LG G Pad II 8.3 LTE
Chipset Not Found;Qualcomm MSM8952 Snapdragon 617 (28 nm);LG G Vista 2
Chipset Not Found;Qualcomm Snapdragon 400 (28 nm);LG G Watch R W110
Chipset Not Found;Qualcomm Snapdragon 400 (28 nm);LG Watch Urbane W150
Chipset Not Found;Qualcomm Snapdragon 400 (28 nm);LG Watch Urbane 2nd Edition LTE
Chipset Not Found;Qualcomm MSM8992 Snapdragon 808 (20 nm);LG V10
Chipset Not Found;Qualcomm MSM8992 Snapdragon 808 (20 nm);LG Nexus 5X
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);LG Zero
Chipset Not Found;Qualcomm Snapdragon 800 (28 nm);LG G Pad II 10.1
Chipset Not Found;Qualcomm MSM8926 Snapdragon 400 (28 nm);LG G Pad II 8.0 LTE
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);LG Tribute 2
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);LG G4 Beat
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);LG G4c
Chipset Not Found;Qualcomm MSM8992 Snapdragon 808 (20 nm);LG G4 Dual
Chipset Not Found;Qualcomm MSM8992 Snapdragon 808 (20 nm);LG G4
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);LG G Stylo
Chipset Not Found;Qualcomm Snapdragon 400 (28 nm);LG AKA
Chipset Not Found;Qualcomm Snapdragon 400 (28 nm);LG Watch Urbane LTE
Chipset Not Found;Qualcomm Snapdragon 400 (28 nm);LG G Watch W100
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);LG Leon
Chipset Not Found;Qualcomm MSM8210 Snapdragon 200 (28 nm);LG Joy
Chipset Not Found;Qualcomm MSM8994 Snapdragon 810 (20 nm);LG G Flex2
Chipset Not Found;Qualcomm MSM8926 Snapdragon 400 (28 nm);LG Tribute
Chipset Not Found;Qualcomm MSM8975AC Snapdragon 801 (28 nm);LG G3 Dual-LTE
Chipset Not Found;LG Nuclun;LG G3 Screen
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);LG F60
Chipset Not Found;Qualcomm MSM8212 Snapdragon 200 (28 nm);LG L Fino
Chipset Not Found;Qualcomm MSM8926 Snapdragon 400 (28 nm);LG G Pad 8.0 LTE
Chipset Not Found;Qualcomm Snapdragon 400 (28 nm);LG G Vista
Chipset Not Found;Qualcomm Snapdragon 800 (28 nm);LG G3 A
Chipset Not Found;Qualcomm Snapdragon 400 (28 nm);LG G Pad 7.0 LTE
Chipset Not Found;Qualcomm APQ8084 Snapdragon 805 (28 nm);LG G3 LTE-A
Chipset Not Found;Qualcomm Snapdragon 400 (28 nm);LG G3 S Dual
Chipset Not Found;Qualcomm MSM8926 Snapdragon 400 (28 nm);LG G3 S
Chipset Not Found;Qualcomm MSM8210 Snapdragon 200 (28 nm);LG L65 D280
Chipset Not Found;Qualcomm MSM8975AC Snapdragon 801 (28 nm);LG G3 (CDMA)
Chipset Not Found;Qualcomm MSM8974AC Snapdragon 801 (28 nm);LG G3
Chipset Not Found;Qualcomm MSM8210 Snapdragon 200 (28 nm);LG L35
Chipset Not Found;Qualcomm MSM8926 Snapdragon 400 (28 nm);LG Volt
Chipset Not Found;Qualcomm MSM8226 Snapdragon 400 (28 nm);LG G Pad 10.1
Chipset Not Found;Qualcomm MSM8226 Snapdragon 400 (28 nm);LG G Pad 8.0
Chipset Not Found;Qualcomm MSM8226 Snapdragon 400 (28 nm);LG G Pad 7.0
Chipset Not Found;Qualcomm MSM8210 Snapdragon 200 (28 nm);LG L80 Dual
Chipset Not Found;Qualcomm MSM8210 Snapdragon 200 (28 nm);LG L65 Dual D285
Chipset Not Found;Qualcomm APQ8064 Pro Snapdragon 600;LG G Pad 8.3 LTE
Chipset Not Found;Qualcomm MSM8926 Snapdragon 400 (28 nm);LG F70 D315
Chipset Not Found;Qualcomm MSM8926 Snapdragon 400 (28 nm);LG G2 mini LTE
Chipset Not Found;Qualcomm MSM8226 Snapdragon 400 (28 nm);LG G2 mini
Chipset Not Found;Qualcomm MSM8226 Snapdragon 400 (28 nm);LG L90 Dual D410
Chipset Not Found;Qualcomm MSM8226 Snapdragon 400 (28 nm);LG L90 D405
Chipset Not Found;Qualcomm MSM8210 Snapdragon 200 (28 nm);LG L70 D320N
Chipset Not Found;Qualcomm MSM8210 Snapdragon 200 (28 nm);LG L70 Dual D325
Chipset Not Found;Qualcomm MSM8210 Snapdragon 200 (28 nm);LG L40 D160
Chipset Not Found;Qualcomm MSM8210/MSM8610 Snapdragon 200 (28 nm);LG L40 Dual D170
Chipset Not Found;Qualcomm MSM8974 Snapdragon 800 (28 nm);LG G Pro 2
Chipset Not Found;Qualcomm MSM7225A-AB Snapdragon S1;LG Optimus L1 II Tri E475
Chipset Not Found;Qualcomm MSM8930 Snapdragon 400 (28 nm);LG Optimus F3Q
Chipset Not Found;Qualcomm MSM8974 Snapdragon 800 (28 nm);LG Nexus 5
Chipset Not Found;Qualcomm MSM8974 Snapdragon 800 (28 nm);LG G Flex
Chipset Not Found;Qualcomm MSM7225A Snapdragon S1;LG Optimus L2 II E435
Chipset Not Found;Qualcomm MSM8974 Snapdragon 800 (28 nm);LG Vu 3 F300L
Chipset Not Found;Qualcomm APQ8064 Pro Snapdragon 600;LG G Pad 8.3
Chipset Not Found;Qualcomm MSM8974 Snapdragon 800 (28 nm);LG G2
Chipset Not Found;Qualcomm MSM8230 Snapdragon 400 (28 nm);LG Optimus L9 II
Chipset Not Found;Qualcomm MSM8930 Snapdragon 400 (28 nm);LG Enact VS890
Chipset Not Found;Qualcomm MSM8930 Snapdragon 400 (28 nm);LG Optimus F3
Chipset Not Found;Qualcomm MSM8930 Snapdragon 400 (28 nm);LG Optimus F6
Chipset Not Found;Qualcomm APQ8064T Snapdragon S4 Pro;LG Optimus G Pro E985
Chipset Not Found;Qualcomm MSM7225A Snapdragon S1;LG Optimus L3 II Dual E435
Chipset Not Found;Qualcomm MSM7225A Snapdragon S1;LG Optimus L3 II E430
Chipset Not Found;Qualcomm MSM7225A-AB Snapdragon S1;LG Optimus L1 II E410
Chipset Not Found;Mediatek MT6255;LG A390
Chipset Not Found;Mediatek MT6253;LG A395
Chipset Not Found;Mediatek MT6236;LG Tri Chip C333
Chipset Not Found;Qualcomm MSM8960L Snapdragon  S4 Plus;LG Escape P870
Chipset Not Found;Qualcomm MSM7225A Snapdragon S1;LG Optimus L5 Dual E615
Chipset Not Found;TI OMAP 4430;LG Optimus L9 P760
Chipset Not Found;Qualcomm MSM8960L Snapdragon S4 Plus;LG Motion 4G MS770
Chipset Not Found;Qualcomm MSM7225A Snapdragon S1;LG Optimus L3 E405
Chipset Not Found;Mediatek MT6236;LG C199
Chipset Not Found;Qualcomm Snapdragon S3 APQ8060;LG Optimus True HD LTE P936
Chipset Not Found;Qualcomm MSM7627A Snapdragon S1;LG Optimus M+ MS695
Chipset Not Found;TI OMAP 4430;LG Optimus 3D Max P720
Chipset Not Found;Qualcomm MSM7225A Snapdragon S1;LG Optimus L5 E610
Chipset Not Found;TI OMAP 4430;LG Prada 3.0
Chipset Not Found;Qualcomm Snapdragon S3 APQ8060;LG Optimus 4G LTE P935
Chipset Not Found;Qualcomm MSM7627T;LG Enlighten VS700
Chipset Not Found;Qualcomm QSD8650 Snapdragon S1;LG Jil Sander Mobile
Chipset Not Found;Nvidia Tegra 2 AP20H;LG Optimus EX SU880
Chipset Not Found;Nvidia Tegra 2 AP20H;LG Optimus Q2 LU6500
Chipset Not Found;Qualcomm MSM7227Т Snapdragon S1;LG Optimus Hub E510
Chipset Not Found;Qualcomm MSM7227T Snapdragon S1;LG Optimus Net Dual
Chipset Not Found;Qualcomm MSM7227Т Snapdragon S1;LG Optimus Net
Chipset Not Found;TI OMAP 3630;LG Optimus Black (White version)
Chipset Not Found;Qualcomm MSM7227T Snapdragon S1;LG Optimus Pro C660
Chipset Not Found;TI OMAP 3630;LG Optimus Big LU6800
Chipset Not Found;Qualcomm QSD8650 Snapdragon S1;LG US760 Genesis
Chipset Not Found;TI OMAP 4430;LG Thrill 4G P925
Chipset Not Found;TI OMAP 4430;LG Optimus 3D P920
Chipset Not Found;Nvidia Tegra 2 T20;LG Optimus Pad V900
Chipset Not Found;TI OMAP 3630;LG Optimus Black P970
Chipset Not Found;Nvidia Tegra 2 AP20H;LG Optimus 2X SU660
Chipset Not Found;Nvidia Tegra 2 AP20H;LG Optimus 2X
Chipset Not Found;TI OMAP 3630;LG Optimus Mach LU3000
Chipset Not Found;Qualcomm MSM7627;LG Axis
Chipset Not Found;Qualcomm MSM7627;LG Apex
Chipset Not Found;Qualcomm QSD8650 Snapdragon S1;LG Quantum
Chipset Not Found;Qualcomm QSD8650 Snapdragon S1;LG C900 Optimus 7Q 
Chipset Not Found;Qualcomm QSD8650 Snapdragon S1;LG E900 Optimus 7
Chipset Not Found;Qualcomm MSM7201A;LG KU2100
Chipset Not Found;Qualcomm MSM7201A;LG GM750
Chipset Not Found;Qualcomm MSM7201A;LG GM730 Eigen
Chipset Not Found;Qualcomm MSM7201A;LG CT810 Incite
Chipset Not Found;Qualcomm MSM72000;LG KS20
Chipset Not Found;Qualcomm MSM8996 Snapdragon 820 (14 nm);LG G4 Pro
Chipset Not Found;Mediatek MT6580 (28 nm);Maxwest Nitro 55M
Chipset Not Found;Qualcomm MSM8909 Snapdragon 210 (28 nm);Maxwest Gravity 5 LTE
Chipset Not Found;Mediatek MT6580 (28 nm);Maxwest Astro X55
Chipset Not Found;Spreadtrum 6531D;Maxwest Vice
Chipset Not Found;Broadcom BCM23550;Maxwest Gravity 5.5
Chipset Not Found;Broadcom BCM23550;Maxwest Gravity 6
Chipset Not Found;Broadcom BCM23550;Maxwest Orbit X50
Chipset Not Found;Broadcom BCM21663;Maxwest Orbit 4600
Chipset Not Found;Mediatek MT6250;Maxwest MX-200TV
Chipset Not Found;Unisoc SC9832E;Meizu C9 Pro
Chipset Not Found;Unisoc SC9832E;Meizu C9
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);Meizu V8 Pro
Chipset Not Found;Qualcomm MSM8917 Snapdragon 425 (28 nm);Meizu M8c
Chipset Not Found;Exynos 8895 (10 nm);Meizu 15 Plus
Chipset Not Found;Exynos 7872 (14 nm);Meizu M6s
Chipset Not Found;Mediatek MT6799 Helio X30 (10 nm);Meizu Pro 7 Plus
Chipset Not Found;Mediatek MT6757 Helio P20 (16 nm);Meizu E2
Chipset Not Found;Mediatek MT6755 Helio P10 (28 nm);Meizu M5 Note
Chipset Not Found;Mediatek MT6757 Helio P20 (16 nm);Meizu M3x
Chipset Not Found;Exynos 8890 Octa (14 nm);Meizu Pro 6 Plus
Chipset Not Found;Mediatek MT6795 Helio X10 (28 nm);Meizu MX5e
Chipset Not Found;Mediatek MT6755 Helio P10 (28 nm);Meizu U20
Chipset Not Found;Mediatek MT6797T Helio X25 (20 nm);Meizu Pro 6s
Chipset Not Found;Mediatek MT6755 Helio P10 (28 nm);Meizu M3 Max
Chipset Not Found;Mediatek MT6755 Helio P10 (28 nm);Meizu M3e
Chipset Not Found;Mediatek MT6797 Helio X20 (20 nm);Meizu MX6
Chipset Not Found;Mediatek MT6797T Helio X25 (20 nm);Meizu Pro 6
Chipset Not Found;Mediatek MT6755 Helio P10 (28 nm);Meizu M3 Note
Chipset Not Found;Mediatek MT6795 Helio X10 (28 nm);Meizu M1 Metal
Chipset Not Found;Exynos 7420 Octa (14 nm);Meizu PRO 5
Chipset Not Found;Mediatek MT6795 Helio X10 (28 nm);Meizu MX5
Chipset Not Found;Exynos 5430 Octa (20 nm);Meizu MX4 Pro
Chipset Not Found;Exynos 5410 Octa (28 nm);Meizu MX3
Chipset Not Found;Exynos 4412 Quad (32 nm);Meizu MX2
Chipset Not Found;Mediatek MT6797 Helio X20 (20 nm);Meizu PRO 5 mini
Chipset Not Found;Mediatek MT6762V Helio P22 (12 nm);Micromax Infinity N12
Chipset Not Found;Mediatek MT6762V Helio P22 (12 nm);Micromax Infinity N11
Chipset Not Found;Qualcomm MSM8937 Snapdragon 430 (28 nm);Micromax Canvas Infinity Pro
Chipset Not Found;Spreadtrum SC9832;Micromax Bharat 2 Ultra
Chipset Not Found;Qualcomm MSM8917 Snapdragon 425 (28 nm);Micromax Canvas Infinity
Chipset Not Found;Spreadtrum SC9832;Micromax Bharat 2 Q402
Chipset Not Found;Qualcomm MSM8976 Snapdragon 652 (28 nm);Micromax Dual 5
Chipset Not Found;Spreadtrum SC9832A;Micromax Spark Vdeo Q415
Chipset Not Found;Spreadtrum SC9832A;Micromax Vdeo 5
Chipset Not Found;Qualcomm MSM8909 Snapdragon 210 (28 nm);Micromax Vdeo 4
Chipset Not Found;Spreadtrum SC9832A;Micromax Vdeo 3
Chipset Not Found;Spreadtrum SC9832;Micromax Canvas Mega 2 Q426
Chipset Not Found;Qualcomm MSM8929 Snapdragon 415 (28 nm);Micromax Canvas Amaze 2 E457
Chipset Not Found;Qualcomm MSM8929 Snapdragon 415 (28 nm);Micromax Canvas Evok E483
Chipset Not Found;Mediatek MT6580 (28 nm);Micromax Bolt supreme 4 Q352
Chipset Not Found;Mediatek MT6580 (28 nm);Micromax Canvas Selfie 4
Chipset Not Found;Spreadtrum SC9832;Micromax Canvas Unite 4 Pro
Chipset Not Found;Mediatek MT6580 (28 nm);Micromax Canvas Fire 5 Q386
Chipset Not Found;Mediatek MT6795 Helio X10 (28 nm);Micromax Canvas 6 Pro E484
Chipset Not Found;Mediatek MT6795 Helio X10 (28 nm);Micromax Canvas 6
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Micromax Canvas Amaze 4G Q491
Chipset Not Found;Mediatek MT6580 (28 nm);Micromax Canvas Amaze Q395
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Micromax Canvas Play 4G Q469
Chipset Not Found;Mediatek MT6580 (28 nm);Micromax Bolt Q338
Chipset Not Found;Spreadtrum 7731G;Micromax Bolt Q331
Chipset Not Found;Spreadtrum SC7715;Micromax Bolt S302
Chipset Not Found;Qualcomm MSM8909 Snapdragon 210 (28 nm);Micromax Canvas Blaze 4G Q400
Chipset Not Found;Mediatek MT6580 (28 nm);Micromax Canvas Juice 3 Q392
Chipset Not Found;Qualcomm MSM8929 Snapdragon 415 (28 nm);Micromax Canvas Nitro 4G E455
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Micromax Canvas Sliver 5 Q450
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);Micromax Canvas Knight 2 E471
Chipset Not Found;Spreadtrum 7715;Micromax Bolt S300
Chipset Not Found;Mediatek MT6571 (28 nm);Micromax Bolt A067
Chipset Not Found;Mediatek MT6571 (28 nm);Micromax Bolt A066
Chipset Not Found;Qualcomm MSM8212 Snapdragon 200 (28 nm);Micromax A092 Unite
Chipset Not Found;Mediatek MT6571 (28 nm);Micromax A65 Bolt
Chipset Not Found;Mediatek MT6591;Micromax A190 Canvas HD Plus
Chipset Not Found;Qualcomm MSM8212 Snapdragon 200 (28 nm);Micromax Canvas Win W121
Chipset Not Found;Qualcomm Snapdragon 200 (45 nm);Micromax Canvas Win W092
Chipset Not Found;Broadcom BCM23550;Micromax A105 Canvas Entice
Chipset Not Found;Qualcomm MSM8212 Snapdragon 200 (28 nm);Micromax A121 Canvas Elanza 2
Chipset Not Found;Broadcom BCM23550;Micromax A114R Canvas Beat
Chipset Not Found;Spreadtrum SC7710;Micromax A59 Bolt
Chipset Not Found;Spreadtrum SC6820;Micromax A36 Bolt
Chipset Not Found;BCM23550;Micromax A94 Canvas MAd
Chipset Not Found;Spreadtrum SC7710;Micromax A61 Bolt
Chipset Not Found;Mediatek MT6515;Micromax Viva A72
Chipset Not Found;Mediatek MT6573 (65 nm);Micromax A80 
Chipset Not Found;Mediatek MT6513;Micromax Superfone Punk A44
Chipset Not Found;Mediatek MT6515;Micromax A25
Chipset Not Found;Mediatek MT6573 (65 nm);Micromax A56
Chipset Not Found;Mediatek MT6513;Micromax A45
Chipset Not Found;Mediatek MT6573 (65 nm);Micromax A50 Ninja
Chipset Not Found;Mediatek MT6573 (65 nm);Micromax A78
Chipset Not Found;Mediatek MT6573 (65 nm);Micromax A73
Chipset Not Found;Mediatek MT6573 (65 nm);Micromax A75
Chipset Not Found;Qualcomm MSM7227-1 Snapdragon S1;Micromax A55
Chipset Not Found;Nvidia Tegra 2 AP20H;Micromax A85
Chipset Not Found;Qualcomm MSM8909v2 Snapdragon 212 (28 nm);Microsoft Lumia 650
